"Ls","H_horiz","H_best","beta_best","gamma_c_best"
1,3170.34366468838,3522.7141261218,10,48
2,3187.11306404345,3537.89338007166,10,48
3,3203.69528304855,3552.89885101286,10,49
4,3220.08767347943,3567.67396871458,10,49
5,3236.28783324956,3582.27244203403,10,50
6,3252.29360500181,3596.63910000896,10,51
7,3268.10307452304,3610.8304342849,10,51
8,3283.71456897007,3624.79839589939,10,52
9,3299.12665489498,3638.5784944039,10,52
10,3314.33813605765,3652.14938272219,10,53
11,3329.34805101363,3665.51995813964,10,53
12,3344.15567046522,3678.70080249102,10,54
13,3358.76049436452,3691.66731102594,10,55
14,3373.16224875711,3704.46618037964,10,55
15,3387.36088235632,3717.05948974006,10,56
16,3401.35656283831,3729.46164657575,10,56
17,3415.1496725793,3741.68193091661,10,57
18,3428.74080511445,3753.70740861419,10,58
19,3442.13075979977,3765.56500176569,10,58
20,3455.32053721632,3777.24260618966,10,59
21,3468.31133392709,3788.73361724994,10,60
22,3481.10453695713,3800.06960810937,10,60
23,3493.70171796071,3811.23398559053,10,61
24,3506.10462707705,3822.23598205027,10,62
25,3518.31518647729,3833.07722907002,10,62
26,3530.33548360757,3843.75157864638,10,63
27,3542.16776413471,3854.27662109086,10,64
28,3553.81442460285,3864.6531334811,10,64
29,3565.27800481115,3874.89860101148,10,65
30,3576.56117992454,3884.99605934724,10,66
31,3587.66675233131,3894.95035065987,10,67
32,3598.59764326282,3904.79593912489,10,68
33,3609.35688419261,3914.52029001292,10,68
34,3619.94760803342,3924.09914937434,10,69
35,3630.37304015244,3933.55253120315,10,70
36,3640.63648922628,3942.90285353143,10,70
37,3650.74133795848,3952.14218462868,10,71
38,3660.69103368354,3961.26845419925,10,72
39,3670.48907888241,3970.28570482988,10,73
40,3680.13902163517,3979.21628852544,10,73
41,3689.64444603751,3988.05043849719,10,74
42,3699.00896260764,3996.78658441695,10,75
43,3708.23619871122,4005.4255353662,10,75
44,3717.32978903135,4013.99988214847,10,76
45,3726.29336611113,4022.48590876749,10,77
46,3735.13055099556,4030.88636080304,10,78
47,3743.84494399952,4039.21028563515,10,78
48,3752.44011562748,4047.47336317037,10,79
49,3760.91959766996,4055.65824540228,10,80
50,3769.28687450074,4063.76669495587,10,81
51,3777.54537459719,4071.82749060474,10,81
52,3785.69846230538,4079.81742988112,10,82
53,3793.74942986913,4087.73557905618,10,83
54,3801.70148974132,4095.61347710487,10,83
55,3809.55776719322,4103.39750382423,10,83
56,3817.32129323606,4111.14092426307,10,84
57,3824.99499786675,4118.84988300771,10,85
58,3832.58170364769,4126.49047122231,10,86
59,3840.0841196281,4134.09274536856,10,86
60,3847.50483561254,4141.63515565229,10,87
61,3854.84631677961,4149.13061169582,10,87
62,3862.1108986519,4156.57676641413,10,88
63,3869.30078241596,4163.97202553648,10,88
64,3876.41803058917,4171.33588235178,10,89
65,3883.46456302802,4178.63589918053,10,89
66,3890.442153271,4185.88543274419,10,90
67,3897.35242520711,4193.09354739205,10,90
68,3904.19685005967,4200.22552565496,10,91
69,3910.97674367369,4207.34361574408,10,91
70,3917.69326409402,4214.39893940019,10,91
71,3924.34740942015,4221.40809581002,10,92
72,3930.94001592325,4228.37442321792,10,92
73,3937.47175641008,4235.2800581077,10,92
74,3943.94313881841,4242.13882996363,10,93
75,3950.35450502803,4248.95302354838,10,93
76,3956.70602987202,4255.70679629668,10,93
77,3962.99772033273,4262.40038912913,10,93
78,3969.2294149077,4269.04922330179,10,94
79,3975.40078313107,4275.64305519591,10,94
80,3981.51132523698,4282.17456550803,10,94
81,3987.56037195219,4288.6432045559,10,94
82,3993.54708440602,4295.04822763792,10,94
83,3999.47045414693,4301.39667217102,10,95
84,4005.32930325593,4307.68330289702,10,95
85,4011.1222845482,4313.90112588263,10,95
86,4016.84788185553,4320.04860053326,10,95
87,4022.5044103832,4326.12399084749,10,95
88,4028.09001713602,4332.12536555914,10,95
89,4033.60268140982,4338.05059839218,10,95
90,4039.04021534511,4343.89736842693,10,95
91,4044.40026454153,4349.66316057675,10,95
92,4049.68030873223,4355.34526617602,10,95
93,4054.87766251889,4360.94078368045,10,95
94,4059.98947616892,4366.44661948244,10,95
95,4065.01273647782,4371.85948884481,10,95
96,4069.94426770052,4377.17591695725,10,95
97,4074.78073255713,4382.39224012127,10,95
98,4079.51863331928,4387.51037744681,10,94
99,4084.15431298503,4392.53052165475,10,94
100,4088.68395655101,4397.4403222629,10,94
101,4093.10359239223,4402.23537291391,10,94
102,4097.40909376105,4406.91108545487,10,94
103,4101.59618041814,4411.46989960847,10,93
104,4105.66042040943,4415.91738747088,10,93
105,4109.59723200448,4420.23255438631,10,93
106,4113.40188581258,4424.41010148006,10,93
107,4117.06950709409,4428.46157635342,10,92
108,4120.59507828539,4432.3797277195,10,92
109,4123.97344175665,4436.14518738781,10,92
110,4127.19930282197,4439.77187390356,10,91
111,4130.26723302234,4443.25154893413,10,91
112,4133.17167370142,4446.56195179539,10,91
113,4135.90693989458,4449.75019198177,10,90
114,4138.46722455107,4452.7457257198,10,90
115,4140.84660310863,4455.58083199242,10,89
116,4143.03903843909,4458.24141427764,10,89
117,4145.0383861823,4460.70875732256,10,88
118,4146.8384004842,4463.01325928864,10,88
119,4148.43274015359,4465.12982834342,10,87
120,4149.81497524957,4467.05600779569,10,87
121,4150.97859411018,4468.79025497833,10,86
122,4151.9170108297,4470.31460965027,10,86
123,4152.6235731901,4471.64849317405,10,85
124,4153.09157104877,4472.75547651806,10,84
125,4153.31424518228,4473.66869011549,10,83
126,4153.28479658254,4474.37791553056,10,83
127,4152.99639619881,4474.82139826498,10,83
128,4152.44219511567,4475.05426353741,10,82
129,4151.61533515422,4475.03862316935,10,81
130,4150.50895988024,4474.7721889731,10,81
131,4149.11622600008,4474.27736650761,10,80
132,4147.43031512232,4473.51941904498,10,79
133,4145.44444585968,4472.49341110738,10,78
134,4143.15188624358,4471.21571816099,10,78
135,4140.54596642069,4469.66627909742,10,77
136,4137.62009159857,4467.8324234395,10,76
137,4134.36775520533,4465.70857192144,10,75
138,4130.78255222617,4463.3188118156,10,75
139,4126.85819267809,4460.62455763205,10,74
140,4122.58851518249,4457.62273491861,10,73
141,4117.96750059435,4454.31307632221,10,73
142,4112.9892856457,4450.70467837147,10,72
143,4107.64817656063,4446.77070637837,10,71
144,4101.93866259853,4442.50495912815,10,70
145,4095.85542948269,4437.90825733085,10,70
146,4089.39337267134,4432.98820666481,10,69
147,4082.54761042882,4427.71828021718,10,68
148,4075.31349665573,4422.07469962484,10,68
149,4067.68663343752,4416.08392668764,10,67
150,4059.66288327301,4409.75940585662,10,66
151,4051.23838094523,4403.06139198821,10,65
152,4042.40954499958,4395.98382142374,10,64
153,4033.17308879551,4388.54559695162,10,64
154,4023.52603110112,4380.72659258037,10,63
155,4013.46570620145,4372.52582350286,10,62
156,4002.9897734947,4363.92326397466,10,62
157,3992.09622655259,4354.92610435728,10,61
158,3980.7834016243,4345.53282166057,10,60
159,3969.04998556584,4335.73334716519,10,60
160,3956.89502318014,4325.54731429253,10,59
161,3944.31792395531,4314.93936945823,10,58
162,3931.3184681922,4303.91799743587,10,58
163,3917.8968125147,4292.4981672942,10,57
164,3904.05349480014,4280.65023647134,10,56
165,3889.78943810144,4268.39042137368,10,56
166,3875.10595515393,4255.70959758751,10,55
167,3860.00475055095,4242.59287970156,10,55
168,3844.48792347867,4229.0856655308,10,54
169,3828.55796954229,4215.13624686348,10,53
170,3812.2177820051,4200.77501081812,10,53
171,3795.47065245359,4185.99203266974,10,52
172,3778.32027090384,4170.77945403214,10,52
173,3760.77072536559,4155.16435126503,10,51
174,3742.82650088225,4139.10851004343,10,51
175,3724.49247806568,4122.67000099952,10,50
176,3705.77393114585,4105.7867141252,10,49
177,3686.67652555599,4088.52516686291,10,49
178,3667.20631507418,4070.82669637008,10,48
179,3647.36973854266,4052.75965639402,10,48
180,3627.17361618601,4034.29975223757,10,47
181,3606.62514554905,4015.43698304923,10,47
182,3585.73189707472,3996.15172575544,10,47
183,3564.50180934179,3976.51930011229,10,46
184,3542.94318398087,3956.47865923447,10,46
185,3521.06468028644,3936.09208643597,10,45
186,3498.87530954123,3915.29585890528,10,45
187,3476.38442906766,3894.20359975957,10,44
188,3453.60173601968,3872.73924518105,10,44
189,3430.53726092663,3850.92758829175,10,43
190,3407.20136099869,3828.79962171161,10,43
191,3383.60471320194,3806.32185067393,10,43
192,3359.75830710884,3783.55660379033,10,42
193,3335.6734375281,3760.47381393825,10,42
194,3311.36169691603,3737.10102123789,10,41
195,3286.83496756928,3713.45369671476,10,41
