"Ls","H_horiz","H_best","beta_best","gamma_c_best"
1,2790.25030313185,2815.86122288715,-10,-82
2,2779.81280586642,2805.47596603637,-10,-80
3,2769.23947283469,2794.97765696605,-10,-79
4,2758.53550031667,2784.37366651273,-10,-77
5,2747.60362079062,2773.66333460644,-10,-75
6,2736.75816708957,2762.85520997239,-10,-74
7,2725.69679011219,2751.94937307502,-10,-73
8,2714.52866191087,2740.95592086685,-10,-71
9,2703.26032617943,2729.87548196005,-10,-70
10,2691.89849622542,2718.71468063067,-10,-68
11,2680.45003234407,2707.4823639109,-10,-67
12,2668.92192182381,2696.18010858742,-10,-66
13,2657.32126111786,2684.82117813344,-10,-64
14,2645.6552398405,2673.40308996997,-10,-64
15,2633.93112633183,2661.92738110465,-10,-63
16,2622.15625459388,2650.40645891592,-10,-62
17,2610.33801244253,2638.84666166702,-10,-61
18,2598.48383074911,2627.25437288053,-10,-60
19,2586.60117366688,2615.63601468914,-10,-59
20,2574.69752975308,2603.99804197471,-10,-58
21,2562.78040390907,2592.34693720786,-10,-57
22,2550.85731006964,2580.69014551373,-10,-57
23,2538.93576457929,2569.03616388281,-10,-56
24,2527.02328019874,2557.38917430397,-10,-55
25,2515.12736068891,2545.7579943685,-10,-54
26,2503.25549592298,2534.14740761305,-10,-54
27,2491.41515748031,2522.56803708553,-10,-53
28,2479.61379467784,2511.02236444469,-10,-52
29,2467.8588309972,2499.5193270554,-10,-52
30,2456.15766086739,2488.06830278899,-10,-51
31,2444.51764676461,2476.67202943498,-10,-50
32,2432.94611659258,2465.34206612309,-10,-50
33,2421.45036130812,2454.0839034562,-10,-49
34,2410.03763275836,2442.90184948029,-10,-49
35,2398.71514169725,2431.80552464552,-10,-48
36,2387.49005595092,2420.79995311705,-10,-48
37,2376.36949870237,2409.89422382466,-10,-47
38,2365.36054686794,2399.09363653709,-10,-47
39,2354.47022953918,2388.40570814312,-10,-46
40,2343.70552646536,2377.83831283152,-10,-46
41,2333.07336655338,2367.39580334141,-10,-45
42,2322.58062636331,2357.08987546091,-10,-45
43,2312.23412857923,2346.92153437712,-10,-45
44,2302.04064043685,2336.90343313137,-10,-44
45,2292.00687209053,2327.03705271617,-10,-44
46,2282.13947490408,2317.33037960044,-10,-43
47,2272.44503965124,2307.79349725418,-10,-43
48,2262.93009461312,2298.42795036069,-10,-43
49,2253.60110356147,2289.24266200611,-10,-42
50,2244.46446361802,2280.24627056543,-10,-42
51,2235.52650298178,2271.44113119807,-10,-42
52,2226.79347851738,2262.83433759485,-10,-41
53,2218.27157319898,2254.43702362876,-10,-41
54,2209.96689340589,2246.25026579849,-10,-41
55,2201.88546606702,2238.28040539051,-10,-41
56,2194.03323565277,2230.5359670371,-10,-40
57,2186.41606101419,2223.02357640483,-10,-40
58,2179.03971207055,2215.74643067921,-10,-40
59,2171.90986634733,2208.71052052511,-10,-40
60,2165.03210536816,2201.92284046489,-10,-39
61,2158.41191090495,2195.39128136674,-10,-39
62,2152.05466109171,2189.11816261857,-10,-39
63,2145.96562640843,2183.1090572605,-10,-39
64,2140.14996554224,2177.369422044,-10,-39
65,2134.6127211341,2171.90544293024,-10,-38
66,2129.35881541982,2166.72413065625,-10,-38
67,2124.39304577524,2161.82775906012,-10,-38
68,2119.72008017576,2157.2212717135,-10,-38
69,2115.34445258134,2152.90947073583,-10,-38
70,2111.27055825845,2148.89701154872,-10,-38
71,2107.50264905087,2145.18839759026,-10,-38
72,2104.0448286121,2141.7899076477,-10,-37
73,2100.90104761193,2138.70430776605,-10,-37
74,2098.07509893042,2135.93495468128,-10,-37
