step,t_elapsed,Ls,phi,longitude,tau,Ts,beta,gamma_c,irradiance,power
769,146,81,34,17,0.5,12.04,12.74,60.58,446.58,146.1924288
770,146,81,34,17,0.5,12.04,12.7,61.54,446.46,146.15314560000002
771,146,81,34,17,0.5,12.04,12.67,62.5,446.33,146.1105888
772,147,81,34,17,0.5,12.04,12.64,63.46,446.2,146.06803200000002
773,147,81,34,17,0.5,12.04,12.61,64.42,446.07,146.02547520000002
774,147,81,34,17,0.5,12.04,12.58,65.38,445.93,145.97964480000002
775,147,81,34,17,0.5,12.04,12.53,66.82,445.74,145.91744640000002
776,147,81,34,17,0.5,12.04,12.5,67.78,445.6,145.87161600000002
777,147,81,34,17,0.5,12.04,12.45,69.22,445.4,145.806144
778,148,81,34,17,0.5,12.04,12.44,70.66,445.17,145.73085120000002
779,148,81,34,17,0.5,12.04,12.46,71.63,444.98,145.66865280000002
780,148,81,34,17,0.5,12.04,12.47,72.59,444.81,145.61300160000002
781,148,81,34,17,0.5,12.04,12.48,73.56,444.63,145.55407680000002
782,148,81,34,17,0.5,12.04,12.5,75.01,444.36,145.46568960000002
783,149,81,34,17,0.5,12.04,12.2,76.41,444.39,145.4755104
784,149,81,34,17,0.5,12.04,11.43,77.31,444.92,145.64901120000002
785,149,81,34,17,0.5,12.04,11.58,78.31,444.63,145.55407680000002
786,149,81,34,17,0.5,12.04,11.78,79.8,444.2,145.413312
787,149,81,34,17,0.5,12.04,11.91,81.28,443.82,145.2889152
788,149,81,34,17,0.5,12.04,11.98,82.27,443.59,145.2136224
789,150,81,34,17,0.5,12.04,12.02,83.25,443.38,145.14487680000002
790,150,81,34,17,0.5,12.04,12.05,84.23,443.17,145.0761312
791,150,81,34,17,0.5,12.04,12.05,85.21,443.0,145.02048000000002
792,150,81,34,17,0.5,12.04,12.05,86.19,442.83,144.96482880000002
793,150,81,34,17,0.5,12.04,12.03,87.17,442.68,144.91572480000002
794,150,81,34,17,0.5,12.04,12.01,88.15,442.53,144.8666208
795,151,81,34,17,0.5,12.04,11.97,89.61,442.31,144.7946016
796,151,81,34,17,0.5,12.04,11.93,90.59,442.18,144.75204480000002
797,151,81,34,17,0.5,12.04,11.87,92.05,441.99,144.6898464
798,151,81,34,17,0.5,12.04,11.82,93.02,441.88,144.65383680000002
799,151,81,34,17,0.5,12.04,11.75,94.48,441.7,144.594912
800,151,81,34,17,0.5,12.04,11.7,95.45,441.59,144.5589024
801,152,81,34,17,0.5,12.04,11.59,97.4,441.38,144.4901568
802,152,81,34,17,0.5,12.04,11.53,98.37,441.28,144.4574208
803,152,81,34,17,0.5,12.04,11.44,99.83,441.14,144.4115904
804,152,81,34,17,0.5,12.04,11.38,100.8,441.05,144.382128
805,152,81,34,17,0.5,12.04,11.35,101.76,440.93,144.34284480000002
806,153,81,34,17,0.5,12.04,11.3,103.21,440.75,144.28392
807,153,81,34,17,0.5,12.04,11.26,104.17,440.64,144.2479104
808,153,81,34,17,0.5,12.04,11.23,105.14,440.52,144.2086272
809,153,81,34,17,0.5,12.04,11.2,106.11,440.4,144.169344
810,153,81,34,17,0.5,12.04,11.16,107.07,440.29,144.13333440000002
811,153,81,34,17,0.5,12.04,11.13,108.04,440.17,144.0940512
812,154,81,34,17,0.5,12.04,11.1,109.0,440.06,144.0580416
813,154,81,34,17,0.5,12.04,11.06,109.97,439.96,144.0253056
814,154,81,34,17,0.5,12.04,11.01,111.42,439.8,143.972928
815,154,81,34,17,0.5,12.04,10.97,112.38,439.7,143.940192
816,154,81,34,17,0.5,12.04,10.92,113.83,439.55,143.891088
817,154,81,34,17,0.5,12.04,10.88,114.8,439.45,143.858352
818,155,81,34,17,0.5,12.04,10.85,115.76,439.35,143.82561600000002
819,155,81,34,17,0.5,12.04,10.22,116.61,440.06,144.0580416
820,155,81,34,17,0.5,12.04,10.24,117.6,439.9,144.005664
821,155,81,34,17,0.5,12.04,10.26,118.59,439.74,143.9532864
822,155,81,34,17,0.5,12.04,10.25,120.06,439.55,143.891088
823,155,81,34,17,0.5,12.04,10.23,121.03,439.45,143.858352
824,156,81,34,17,0.5,12.04,10.2,122.01,439.36,143.82888960000002
825,156,81,34,17,0.5,12.04,10.17,122.97,439.27,143.7994272
826,156,81,34,17,0.5,12.04,10.13,123.94,439.2,143.776512
827,156,81,34,17,0.5,12.04,10.03,125.86,439.09,143.7405024
828,156,81,34,17,0.5,12.04,10.0,126.82,439.02,143.7175872
829,156,81,34,17,0.5,12.04,9.98,127.78,438.93,143.6881248
830,157,81,34,17,0.5,12.04,9.96,128.75,438.84,143.6586624
831,157,81,34,17,0.5,12.04,10.74,129.56,437.59,143.2494624
832,157,81,34,17,0.5,12.04,12.03,130.26,435.47,142.5554592
833,157,81,34,17,0.5,12.04,11.08,131.75,436.79,142.9875744
834,157,81,34,17,0.5,12.04,10.87,132.73,436.99,143.0530464
835,157,81,34,17,0.5,12.04,10.7,133.71,437.14,143.1021504
836,158,81,34,17,0.5,12.04,10.51,135.16,437.26,143.1414336
837,158,81,34,17,0.5,12.04,10.4,136.13,437.32,143.1610752
838,158,81,34,17,0.5,12.04,10.32,137.09,437.34,143.1676224
839,158,81,34,17,0.5,12.04,10.25,138.06,437.34,143.1676224
840,158,81,34,17,0.5,12.04,10.19,139.02,437.33,143.1643488
841,159,81,34,17,0.5,12.04,10.12,140.45,437.29,143.1512544
842,159,81,34,17,0.5,12.04,10.07,141.89,437.23,143.13161280000003
843,159,81,34,17,0.5,12.04,10.04,142.84,437.18,143.1152448
844,159,81,34,17,0.5,12.04,10.02,143.8,437.12,143.0956032
845,159,81,34,17,0.5,12.04,9.99,145.23,437.04,143.0694144
846,159,81,34,17,0.5,12.04,9.97,146.66,436.94,143.0366784
847,160,81,34,17,0.5,12.04,9.96,147.62,436.88,143.0170368
848,160,81,34,17,0.5,12.04,9.95,148.57,436.81,142.9941216
849,160,81,34,17,0.5,12.04,9.94,149.53,436.75,142.97448
850,160,81,34,17,0.5,12.04,9.93,150.48,436.69,142.9548384
851,160,81,34,17,0.5,12.04,9.93,151.43,436.61,142.92864960000003
852,160,81,34,17,0.5,12.04,9.92,152.39,436.56,142.9122816
853,161,81,34,17,0.5,12.04,9.92,153.34,436.48,142.8860928
854,161,81,34,17,0.5,12.04,9.92,154.77,436.38,142.8533568
855,161,81,34,17,0.5,12.04,9.91,155.72,436.33,142.8369888
856,161,81,34,17,0.5,12.04,9.91,156.67,436.27,142.8173472
857,161,81,34,17,0.5,12.04,9.91,157.63,436.21,142.7977056
858,161,81,34,17,0.5,12.04,9.91,158.58,436.15,142.778064
859,162,81,34,17,0.5,12.05,9.91,159.53,436.12,142.7682432
860,162,81,34,17,0.5,12.05,9.9,160.49,436.08,142.7551488
861,162,81,34,17,0.5,12.05,9.9,161.44,436.03,142.7387808
862,162,81,34,17,0.5,12.05,9.84,162.88,436.05,142.745328
863,162,81,34,17,0.5,12.05,9.8,163.84,436.07,142.7518752
864,162,81,34,17,0.5,12.05,9.73,165.28,436.12,142.7682432
865,163,81,34,17,0.5,12.05,9.68,166.23,436.16,142.7813376
866,163,81,34,17,0.5,12.05,9.98,167.16,435.6,142.59801600000003
867,163,81,34,17,0.5,12.05,9.92,168.13,435.67,142.62093120000003
868,163,81,34,17,0.5,12.05,9.85,169.1,435.75,142.64712
869,163,81,34,17,0.5,12.05,9.78,170.07,435.84,142.6765824
870,163,81,34,17,0.5,12.05,9.67,171.52,435.98,142.72241280000003
871,164,81,34,17,0.5,12.05,9.6,172.48,436.07,142.7518752
872,164,81,34,17,0.5,12.05,9.53,173.45,436.17,142.7846112
873,164,81,34,17,0.5,12.05,9.47,174.41,436.25,142.8108
874,164,81,34,17,0.5,12.05,9.41,175.37,436.33,142.8369888
875,164,81,34,17,0.5,12.05,9.35,176.33,436.41,142.8631776
876,164,81,34,17,0.5,12.05,9.29,177.3,436.5,142.89264
877,164,81,34,17,0.5,12.05,9.23,178.26,436.59,142.9221024
878,165,81,34,17,0.5,12.05,9.18,179.21,436.66,142.9450176
879,165,81,34,17,0.5,12.05,9.12,-179.83,436.75,142.97448
880,165,81,34,17,0.5,12.05,9.06,-178.87,436.85,143.00721600000003
881,165,81,34,17,0.5,12.05,9.01,-177.91,436.92,143.03013120000003
882,165,81,34,17,0.5,12.05,8.95,-176.95,437.02,143.0628672
883,165,81,34,17,0.5,12.05,8.89,-176.0,437.12,143.0956032
884,165,81,34,17,0.5,12.05,8.83,-175.04,437.22,143.12833920000003
885,166,81,34,17,0.5,12.05,8.74,-173.61,437.38,143.1807168
886,166,81,34,17,0.5,12.05,8.68,-172.65,437.49,143.21672640000003
887,166,81,34,17,0.5,12.05,8.62,-171.69,437.59,143.2494624
888,166,81,34,17,0.5,12.05,8.56,-170.74,437.7,143.285472
889,166,81,34,17,0.5,12.05,8.5,-169.78,437.81,143.3214816
890,166,81,34,17,0.5,12.05,8.44,-168.83,437.92,143.3574912
891,167,81,34,17,0.5,12.05,8.38,-167.88,438.04,143.39677440000003
892,167,81,34,17,0.5,12.05,8.28,-166.45,438.23,143.4589728
893,167,81,34,17,0.5,12.05,8.22,-165.49,438.34,143.4949824
894,167,81,34,17,0.5,12.05,8.12,-164.06,438.54,143.5604544
895,167,81,34,17,0.5,12.05,8.05,-163.11,438.67,143.60301120000003
896,168,81,34,17,0.5,12.05,8.02,-162.15,438.75,143.62920000000003
897,168,81,34,17,0.5,12.05,7.97,-160.72,438.87,143.6684832
898,168,81,34,17,0.5,12.05,7.9,-158.81,439.04,143.72413440000003
899,168,81,34,17,0.5,12.05,7.86,-157.85,439.14,143.7568704
900,168,81,34,17,0.5,12.05,7.83,-156.89,439.22,143.78305920000003
901,168,81,34,17,0.5,12.05,7.79,-155.94,439.32,143.8157952
902,169,81,34,17,0.5,12.05,7.74,-154.5,439.45,143.858352
903,169,81,34,17,0.5,12.05,7.71,-153.54,439.54,143.8878144
904,169,81,34,17,0.5,12.05,8.33,-152.28,438.64,143.5931904
905,169,81,34,17,0.5,12.05,8.23,-151.31,438.85,143.661936
906,169,81,34,17,0.5,12.05,8.15,-150.34,439.02,143.7175872
907,170,81,34,17,0.5,12.05,8.05,-148.89,439.25,143.79288
908,170,81,34,17,0.5,12.05,8.01,-147.93,439.36,143.82888960000002
909,170,81,34,17,0.5,12.05,7.97,-146.98,439.47,143.8648992
910,170,81,34,17,0.5,12.05,8.22,-145.94,439.16,143.7634176
911,170,81,34,17,0.5,12.05,9.59,-144.13,437.13,143.0988768
912,171,81,34,17,0.5,12.05,9.27,-142.25,437.79,143.31493440000003
913,171,81,34,17,0.5,12.05,8.86,-140.91,438.53,143.5571808
914,171,81,34,17,0.5,12.05,8.65,-140.0,438.92,143.6848512
915,171,81,34,17,0.5,12.05,8.48,-139.08,439.24,143.7896064
916,171,81,34,17,0.5,12.05,8.34,-138.15,439.51,143.8779936
917,171,81,34,17,0.5,12.05,8.23,-137.22,439.74,143.9532864
918,172,81,34,17,0.5,12.05,8.1,-135.82,440.04,144.05149440000002
919,172,81,34,17,0.5,12.05,8.03,-134.88,440.21,144.1071456
920,172,81,34,17,0.5,12.05,7.98,-133.93,440.35,144.15297600000002
921,172,81,34,17,0.5,12.05,7.93,-132.99,440.5,144.20208
922,172,81,34,17,0.5,12.05,7.9,-132.04,440.61,144.23808960000002
923,172,81,34,17,0.5,12.05,7.87,-131.09,440.73,144.2773728
924,173,81,34,17,0.5,12.05,7.85,-130.15,440.84,144.3133824
925,173,81,34,17,0.5,12.05,7.84,-129.2,440.93,144.34284480000002
926,173,81,34,17,0.5,12.05,7.83,-128.25,441.02,144.3723072
927,173,81,34,17,0.5,12.05,7.82,-127.3,441.12,144.4050432
928,173,81,34,17,0.5,12.05,7.81,-126.35,441.22,144.43777920000002
929,173,81,34,17,0.5,12.05,7.81,-125.4,441.3,144.463968
930,173,81,34,17,0.5,12.05,7.81,-124.45,441.39,144.4934304
931,174,81,34,17,0.5,12.05,7.18,-123.6,442.24,144.7716864
932,174,81,34,17,0.5,12.05,7.27,-122.63,442.21,144.76186560000002
933,174,81,34,17,0.5,12.05,7.37,-121.67,442.18,144.75204480000002
934,174,81,34,17,0.5,12.05,7.5,-120.22,442.15,144.742224
935,174,81,34,17,0.5,12.05,7.57,-119.26,442.16,144.74549760000002
936,174,81,34,17,0.5,12.05,7.63,-118.29,442.18,144.75204480000002
937,175,81,34,17,0.5,12.05,7.69,-117.33,442.2,144.75859200000002
938,175,81,34,17,0.5,12.05,7.71,-116.86,442.22,144.7651392
939,175,81,34,17,0.5,12.05,7.76,-115.9,442.26,144.7782336
940,175,81,34,17,0.5,12.05,7.8,-114.94,442.31,144.7946016
941,175,81,34,17,0.5,12.05,7.85,-113.98,442.35,144.80769600000002
942,175,81,34,17,0.5,12.05,7.9,-112.54,442.44,144.83715840000002
943,175,81,34,17,0.5,12.05,7.9,-111.59,442.54,144.8698944
944,176,81,34,17,0.5,12.05,7.88,-110.17,442.72,144.92881920000002
945,176,81,34,17,0.5,12.05,7.87,-108.74,442.88,144.9811968
946,176,81,34,17,0.5,12.05,7.85,-107.79,443.0,145.02048000000002
947,176,81,34,17,0.5,12.05,8.15,-106.29,442.85,144.971376
948,176,81,34,17,0.5,12.05,8.16,-105.34,442.95,145.004112
949,177,81,34,17,0.5,12.05,8.15,-104.39,443.07,145.04339520000002
950,177,81,34,17,0.5,12.05,8.16,-103.44,443.17,145.0761312
951,177,81,34,17,0.5,12.05,8.16,-102.49,443.28,145.1121408
952,177,81,34,17,0.5,12.05,8.18,-101.54,443.37,145.14160320000002
953,177,81,34,17,0.5,12.05,8.2,-100.59,443.46,145.1710656
954,177,81,34,17,0.5,12.05,8.23,-99.64,443.54,145.19725440000002
955,177,81,34,17,0.5,12.05,8.26,-98.69,443.63,145.22671680000002
956,178,81,34,17,0.5,12.05,8.31,-97.26,443.75,145.26600000000002
957,178,81,34,17,0.5,12.05,8.35,-96.31,443.83,145.2921888
958,178,81,34,17,0.5,12.05,8.39,-95.36,443.91,145.31837760000002
959,178,81,34,17,0.5,12.05,8.43,-94.41,443.98,145.34129280000002
960,178,81,34,17,0.5,12.05,8.47,-93.46,444.07,145.37075520000002
961,178,81,34,17,0.5,12.05,8.52,-92.51,444.14,145.3936704
962,179,81,34,17,0.5,12.05,8.57,-91.56,444.21,145.4165856
963,179,81,34,17,0.5,12.05,8.61,-90.61,444.3,145.44604800000002
964,179,81,34,17,0.5,12.05,8.66,-89.66,444.38,145.47223680000002
965,179,81,34,17,0.5,12.05,8.72,-88.71,444.45,145.495152
966,179,81,34,17,0.5,12.05,8.79,-87.29,444.57,145.53443520000002
967,180,81,34,17,0.5,12.05,8.88,-85.87,444.68,145.57044480000002
968,180,81,34,17,0.5,12.05,8.93,-84.92,444.76,145.5966336
969,180,81,34,17,0.5,12.05,9.02,-83.5,444.88,145.63591680000002
970,180,81,34,17,0.5,12.05,9.1,-82.08,445.0,145.67520000000002
971,180,81,34,17,0.5,12.05,9.16,-81.13,445.08,145.7013888
972,180,81,34,17,0.5,12.05,9.22,-80.19,445.16,145.72757760000002
973,181,81,34,17,0.5,12.05,9.28,-79.24,445.25,145.75704000000002
974,181,81,34,17,0.5,12.05,9.38,-77.82,445.36,145.79304960000002
975,181,81,34,17,0.5,12.05,9.44,-76.88,445.45,145.822512
976,181,81,34,17,0.5,12.05,9.5,-75.93,445.53,145.8487008
977,181,81,34,17,0.5,12.05,9.57,-74.99,445.61,145.87488960000002
978,181,81,34,17,0.5,12.05,9.63,-74.05,445.7,145.904352
979,182,81,34,17,0.5,12.05,9.7,-73.1,445.78,145.9305408
980,182,81,34,17,0.5,12.05,9.76,-72.16,445.87,145.96000320000002
981,182,81,34,17,0.5,12.05,9.82,-71.21,445.96,145.9894656
982,182,81,34,17,0.5,12.05,9.85,-70.26,446.07,146.02547520000002
983,182,81,34,17,0.5,12.05,9.89,-69.3,446.18,146.06148480000002
984,182,81,34,17,0.5,12.05,9.93,-68.35,446.28,146.0942208
985,182,81,34,17,0.5,12.05,9.96,-67.4,446.4,146.133504
986,183,81,34,17,0.5,12.05,10.6,-66.35,446.1,146.03529600000002
987,183,81,34,17,0.5,12.05,10.61,-65.4,446.23,146.07785280000002
988,183,81,34,17,0.5,12.05,10.58,-64.46,446.39,146.1302304
989,183,81,34,17,0.5,12.05,10.01,-63.49,446.9,146.297184
990,183,81,34,17,0.5,12.05,9.39,-62.46,447.41,146.46413760000002
991,183,81,34,17,0.5,12.05,8.86,-61.41,447.81,146.5950816
992,183,81,34,17,0.5,12.05,8.42,-60.38,448.14,146.70311039999999
993,184,81,34,17,0.5,12.05,8.05,-59.35,448.4,146.788224
994,184,81,34,17,0.5,12.05,7.8,-58.38,448.6,146.853696
995,184,81,34,17,0.5,12.05,7.6,-57.42,448.76,146.90607359999998
996,184,81,34,17,0.5,12.05,8.01,-56.1,448.76,146.90607359999998
997,184,81,34,17,0.5,12.05,8.45,-55.22,448.7,146.886432
998,184,81,34,17,0.5,12.05,8.81,-54.34,448.65,146.870064
999,185,81,34,17,0.5,12.05,9.23,-53.0,448.64,146.8667904
1000,185,81,34,17,0.5,12.05,9.53,-51.64,448.67,146.8766112
1001,185,81,34,17,0.5,12.05,9.68,-50.73,448.71,146.8897056
1002,185,81,34,17,0.5,12.05,9.81,-49.81,448.76,146.90607359999998
1003,185,81,34,17,0.5,12.05,9.91,-48.88,448.83,146.92898879999998
1004,186,81,34,17,0.5,12.05,9.99,-47.96,448.9,146.951904
1005,186,81,34,17,0.5,12.05,10.06,-47.03,448.98,146.9780928
1006,186,81,34,17,0.5,12.05,10.11,-46.09,449.07,147.00755519999998
1007,186,81,34,17,0.5,12.05,10.18,-44.69,449.2,147.050112
1008,186,81,34,17,0.5,12.05,10.21,-43.75,449.29,147.0795744
1009,186,81,34,17,0.5,12.05,10.24,-42.81,449.38,147.10903679999998
1010,187,81,34,17,0.5,12.05,10.27,-41.4,449.53,147.1581408
1011,187,81,34,17,0.5,12.05,10.29,-40.46,449.62,147.1876032
1012,187,81,34,17,0.5,12.05,10.3,-39.51,449.72,147.2203392
1013,187,81,34,17,0.5,12.05,10.31,-38.57,449.81,147.2498016
1014,187,81,34,17,0.5,12.05,10.33,-37.62,449.9,147.279264
1015,187,81,34,17,0.5,12.05,10.34,-36.68,449.99,147.3087264
1016,187,81,34,17,0.5,12.05,10.35,-35.73,450.09,147.34146239999998
1017,188,81,34,17,0.5,12.05,10.69,-34.36,450.1,147.344736
1018,188,81,34,17,0.5,12.05,10.98,-33.51,450.08,147.3381888
1019,188,81,34,17,0.5,12.05,10.88,-32.04,450.26,147.3971136
1020,188,81,34,17,0.5,12.05,10.79,-30.59,450.43,147.4527648
1021,188,81,34,17,0.5,12.05,10.75,-29.62,450.53,147.4855008
1022,189,81,34,17,0.5,12.05,10.71,-28.65,450.62,147.5149632
1023,189,81,34,17,0.5,12.05,10.68,-27.69,450.71,147.5444256
1024,189,81,34,17,0.5,12.05,10.66,-26.72,450.8,147.573888
1025,189,81,34,17,0.5,12.05,10.63,-25.28,450.92,147.6131712
1026,189,81,34,17,0.5,12.05,10.65,-24.33,450.99,147.6360864
1027,189,81,34,17,0.5,12.05,10.68,-23.38,451.05,147.655728
1028,190,81,34,17,0.5,12.05,10.74,-21.48,451.17,147.6950112
1029,190,81,34,17,0.5,12.05,10.78,-20.53,451.22,147.7113792
1030,190,81,34,17,0.5,12.05,10.82,-19.58,451.28,147.73102079999998
1031,190,81,34,17,0.5,12.05,10.86,-18.63,451.33,147.7473888
1032,190,81,34,17,0.5,12.05,10.93,-17.21,451.4,147.770304
1033,191,81,34,17,0.5,12.05,10.97,-16.26,451.44,147.7833984
1034,191,81,34,17,0.5,12.05,10.41,-14.82,451.64,147.8488704
1035,191,81,34,17,0.5,12.05,10.53,-13.88,451.66,147.8554176
1036,191,81,34,17,0.5,12.05,10.64,-12.94,451.69,147.8652384
1037,191,81,34,17,0.5,12.05,10.74,-11.99,451.71,147.8717856
1038,191,81,34,17,0.5,12.05,10.82,-11.05,451.73,147.8783328
1039,192,81,34,17,0.5,12.05,10.89,-10.1,451.76,147.8881536
1040,192,81,34,17,0.5,12.05,10.95,-9.15,451.78,147.8947008
1041,192,81,34,17,0.5,12.05,11.02,-8.2,451.8,147.901248
1042,192,81,34,17,0.5,12.05,11.09,-7.25,451.81,147.9045216
1043,192,81,34,17,0.5,12.05,11.15,-6.3,451.83,147.91106879999998
1044,192,81,34,17,0.5,12.05,11.21,-5.34,451.84,147.91434239999998
1045,192,81,34,17,0.5,12.05,11.28,-4.39,451.85,147.917616
1046,193,81,34,17,0.5,12.05,11.34,-3.43,451.86,147.9208896
1047,193,81,34,17,0.5,12.05,11.39,-2.47,451.87,147.9241632
1048,193,81,34,17,0.5,12.05,11.45,-1.52,451.87,147.9241632
1049,193,81,34,17,0.5,12.05,11.51,-0.56,451.87,147.9241632
1050,193,81,34,17,0.5,12.05,11.6,0.88,451.86,147.9208896
1051,193,81,34,17,0.5,12.05,11.65,1.84,451.86,147.9208896
1052,194,81,34,17,0.5,12.05,11.71,2.8,451.85,147.917616
1053,194,81,34,17,0.5,12.05,11.77,3.76,451.84,147.91434239999998
1054,194,81,34,17,0.5,12.05,11.83,4.72,451.82,147.9077952
1055,194,81,34,17,0.5,12.05,11.91,6.16,451.79,147.8979744
1056,194,81,34,17,0.5,12.05,11.97,7.11,451.76,147.8881536
1057,194,81,34,17,0.5,12.05,12.03,8.07,451.74,147.8816064
1058,195,81,34,17,0.5,12.05,12.1,9.03,451.7,147.868512
1059,195,81,34,17,0.5,12.05,12.19,10.47,451.65,147.852144
1060,195,81,34,17,0.5,12.05,12.25,11.43,451.61,147.8390496
1061,195,81,34,17,0.5,12.05,12.31,12.39,451.57,147.8259552
1062,195,81,34,17,0.5,12.05,12.38,13.35,451.51,147.8063136
1063,195,81,34,17,0.5,12.05,12.43,14.31,451.47,147.7932192
1064,195,81,34,17,0.5,12.05,12.46,15.28,451.42,147.7768512
1065,196,81,34,17,0.5,12.05,12.49,16.24,451.38,147.7637568
1066,196,81,34,17,0.5,12.05,12.51,16.72,451.35,147.753936
1067,196,81,34,17,0.5,12.05,12.54,17.68,451.3,147.737568
1068,196,81,34,17,0.5,12.05,12.56,18.17,451.27,147.72774719999998
1069,196,81,34,17,0.5,12.05,12.59,19.13,451.22,147.7113792
1070,196,81,34,17,0.5,12.05,12.62,20.09,451.16,147.6917376
1071,196,81,34,17,0.5,12.05,12.07,21.02,451.31,147.7408416
1072,197,81,34,17,0.5,12.05,11.47,22.0,451.45,147.786672
1073,197,81,34,17,0.5,12.05,11.1,23.45,451.47,147.7932192
1074,197,81,34,17,0.5,12.05,11.39,24.39,451.34,147.7506624
1075,197,81,34,17,0.5,12.05,11.61,25.32,451.22,147.7113792
1076,197,81,34,17,0.5,12.05,11.88,26.72,451.04,147.6524544
1077,197,81,34,17,0.5,12.05,12.01,27.66,450.92,147.6131712
1078,198,81,34,17,0.5,12.06,12.12,28.6,450.87,147.5968032
1079,198,81,34,17,0.5,12.06,12.24,30.02,450.72,147.5476992
1080,198,81,34,17,0.5,12.06,12.33,31.44,450.57,147.4985952
1081,198,81,34,17,0.5,12.06,12.39,32.86,450.42,147.4494912
1082,198,81,34,17,0.5,12.06,12.45,34.28,450.27,147.4003872
1083,199,81,34,17,0.5,12.06,12.51,35.23,450.16,147.3643776
1084,199,81,34,17,0.5,12.06,12.56,36.17,450.05,147.328368
1085,199,81,34,17,0.5,12.06,11.62,37.4,450.34,147.42330239999998
1086,199,81,34,17,0.5,12.06,11.8,38.38,450.17,147.3676512
1087,199,81,34,17,0.5,12.06,12.03,39.84,449.93,147.2890848
1088,200,81,34,17,0.5,12.06,12.15,40.8,449.77,147.23670719999998
1089,200,81,34,17,0.5,12.06,12.25,41.77,449.62,147.1876032
1090,200,81,34,17,0.5,12.06,12.33,42.73,449.48,147.1417728
1091,200,81,34,17,0.5,12.06,12.4,43.69,449.33,147.0926688
1092,200,81,34,17,0.5,12.06,12.45,44.65,449.19,147.0468384
1093,200,81,34,17,0.5,12.06,12.52,46.08,448.99,146.9813664
1094,201,81,34,17,0.5,12.06,12.55,47.03,448.85,146.935536
1095,201,81,34,17,0.5,12.06,12.58,48.46,448.65,146.870064
1096,201,81,34,17,0.5,12.06,12.6,49.89,448.46,146.80786559999999
1097,201,81,34,17,0.5,12.06,12.61,50.84,448.33,146.7653088
1098,201,81,34,17,0.5,12.06,12.62,51.8,448.19,146.7194784
1099,201,81,34,17,0.5,12.06,12.63,52.75,448.05,146.67364800000001
1100,202,81,34,17,0.5,12.06,13.33,53.97,447.41,146.46413760000002
1101,202,81,34,17,0.5,12.06,13.3,54.92,447.29,146.42485440000002
1102,202,81,34,17,0.5,12.06,13.13,56.32,447.2,146.395392
1103,202,81,34,17,0.5,12.06,13.0,57.74,447.08,146.35610880000002
1104,202,81,34,17,0.5,12.06,12.93,58.69,446.98,146.32337280000002
1105,202,81,34,17,0.5,12.06,12.86,59.64,446.89,146.2939104
1106,203,81,34,17,0.5,12.06,12.81,60.59,446.77,146.25462720000002
1107,203,81,34,17,0.5,12.06,12.76,61.55,446.66,146.21861760000002
1108,203,81,34,17,0.5,12.06,12.69,62.98,446.49,146.16296640000002
1109,203,81,34,17,0.5,12.06,12.64,63.94,446.37,146.12368320000002
1110,203,81,34,17,0.5,12.06,12.6,64.9,446.25,146.0844
1111,203,81,34,17,0.5,12.06,12.57,65.85,446.12,146.04184320000002
1112,204,81,34,17,0.5,12.06,12.53,66.81,445.99,145.99928640000002
1113,204,81,34,17,0.5,12.06,12.49,67.77,445.87,145.96000320000002
1114,204,81,34,17,0.5,12.06,12.44,69.21,445.67,145.89453120000002
1115,204,81,34,17,0.5,12.06,12.4,70.17,445.54,145.85197440000002
1116,204,81,34,17,0.5,12.06,12.39,71.13,445.39,145.8028704
1117,204,81,34,17,0.5,12.06,12.4,72.1,445.22,145.74721920000002
1118,205,81,34,17,0.5,12.06,12.41,73.06,445.05,145.691568
1119,205,81,34,17,0.5,12.06,12.42,74.03,444.87,145.63264320000002
1120,205,81,34,17,0.5,12.06,12.43,74.99,444.7,145.576992
1121,205,81,34,17,0.5,12.06,12.44,75.96,444.52,145.5180672
1122,205,81,34,17,0.5,12.06,12.45,76.92,444.35,145.46241600000002
1123,205,81,34,17,0.5,12.06,11.75,77.8,444.82,145.6162752
1124,206,81,34,17,0.5,12.06,11.52,79.25,444.78,145.6031808
1125,206,81,34,17,0.5,12.06,11.72,80.75,444.35,145.46241600000002
1126,206,81,34,17,0.5,12.06,11.81,81.74,444.1,145.38057600000002
1127,206,81,34,17,0.5,12.06,11.89,82.72,443.86,145.30200960000002
1128,206,81,34,17,0.5,12.06,11.94,83.7,443.64,145.2299904
1129,206,81,34,17,0.5,12.06,11.98,84.68,443.43,145.16124480000002
1130,207,81,34,17,0.5,12.06,12.0,85.66,443.24,145.0990464
1131,207,81,34,17,0.5,12.06,12.0,86.64,443.07,145.04339520000002
1132,207,81,34,17,0.5,12.06,11.99,87.62,442.91,144.99101760000002
1133,207,81,34,17,0.5,12.06,11.97,88.6,442.76,144.94191360000002
1134,207,81,34,17,0.5,12.06,11.94,89.58,442.61,144.8928096
1135,207,81,34,17,0.5,12.06,11.91,90.55,442.48,144.85025280000002
1136,207,81,34,17,0.5,12.06,11.87,91.53,442.35,144.80769600000002
1137,208,81,34,17,0.5,12.06,11.83,92.5,442.22,144.7651392
1138,208,81,34,17,0.5,12.06,11.79,93.48,442.09,144.7225824
1139,208,81,34,17,0.5,12.06,11.74,94.45,441.98,144.6865728
1140,208,81,34,17,0.5,12.06,11.66,95.91,441.81,144.63092160000002
1141,208,81,34,17,0.5,12.06,11.61,96.88,441.7,144.594912
1142,208,81,34,17,0.5,12.06,11.56,97.85,441.59,144.5589024
