step,t_elapsed,Ls,phi,longitude,tau,Ts,beta,gamma_c,irradiance,power
1143,209,81,34,17,0.5,12.06,11.5,98.83,441.49,144.52616640000002
1144,209,81,34,17,0.5,12.06,11.44,99.8,441.4,144.496704
1145,209,81,34,17,0.5,12.06,11.39,101.24,441.21,144.4345056
1146,209,81,34,17,0.5,12.06,11.36,102.21,441.09,144.3952224
1147,209,81,34,17,0.5,12.06,11.33,103.17,440.96,144.3526656
1148,209,81,34,17,0.5,12.06,11.29,104.14,440.85,144.31665600000002
1149,210,81,34,17,0.5,12.06,11.26,105.11,440.73,144.2773728
1150,210,81,34,17,0.5,12.06,11.21,106.56,440.55,144.21844800000002
1151,210,81,34,17,0.5,12.06,11.18,107.52,440.43,144.1791648
1152,210,81,34,17,0.5,12.06,11.14,108.49,440.33,144.1464288
1153,210,81,34,17,0.5,12.06,11.11,109.46,440.21,144.1071456
1154,210,81,34,17,0.5,12.06,11.07,110.42,440.11,144.0744096
1155,210,81,34,17,0.5,12.06,11.04,111.39,439.99,144.03512640000002
1156,211,81,34,17,0.5,12.06,10.99,112.84,439.83,143.9827488
1157,211,81,34,17,0.5,12.06,10.95,113.8,439.73,143.95001280000002
1158,211,81,34,17,0.5,12.06,10.92,114.77,439.62,143.9140032
1159,211,81,34,17,0.5,12.06,10.88,115.73,439.53,143.8845408
1160,211,81,34,17,0.5,12.06,10.57,116.64,439.81,143.9762016
1161,212,81,34,17,0.5,12.06,10.25,118.06,440.02,144.0449472
1162,212,81,34,17,0.5,12.06,10.27,119.53,439.79,143.9696544
1163,212,81,34,17,0.5,12.06,10.25,121.0,439.61,143.91072960000002
1164,212,81,34,17,0.5,12.06,10.22,121.97,439.52,143.8812672
1165,212,81,34,17,0.5,12.06,10.19,122.94,439.43,143.8518048
1166,212,81,34,17,0.5,12.06,10.16,123.91,439.34,143.8223424
1167,213,81,34,17,0.5,12.06,10.11,124.87,439.29,143.80597440000003
1168,213,81,34,17,0.5,12.06,10.06,125.83,439.23,143.7863328
1169,213,81,34,17,0.5,12.06,10.01,126.79,439.18,143.7699648
1170,213,81,34,17,0.5,12.06,9.97,127.75,439.11,143.74704960000003
1171,213,81,34,17,0.5,12.06,9.95,128.72,439.02,143.7175872
1172,213,81,34,17,0.5,12.06,9.93,129.68,438.93,143.6881248
1173,213,81,34,17,0.5,12.06,10.24,130.59,438.38,143.5080768
1174,214,81,34,17,0.5,12.06,11.27,131.34,436.73,142.9679328
1175,214,81,34,17,0.5,12.06,10.76,132.79,437.33,143.1643488
1176,214,81,34,17,0.5,12.06,10.47,134.74,437.53,143.2298208
1177,214,81,34,17,0.5,12.06,10.37,135.7,437.57,143.2429152
1178,214,81,34,17,0.5,12.06,10.28,136.67,437.6,143.252736
1179,215,81,34,17,0.5,12.06,10.21,137.63,437.59,143.2494624
1180,215,81,34,17,0.5,12.06,10.12,139.07,437.57,143.2429152
1181,215,81,34,17,0.5,12.06,10.08,140.02,437.54,143.23309440000003
1182,215,81,34,17,0.5,12.06,10.04,140.98,437.5,143.22
1183,215,81,34,17,0.5,12.06,10.01,141.94,437.45,143.203632
1184,215,81,34,17,0.5,12.06,9.98,142.9,437.4,143.187264
1185,216,81,34,17,0.5,12.06,9.96,143.85,437.33,143.1643488
1186,216,81,34,17,0.5,12.06,9.94,144.81,437.27,143.1447072
1187,216,81,34,17,0.5,12.06,9.93,145.76,437.2,143.121792
1188,216,81,34,17,0.5,12.06,9.91,146.71,437.14,143.1021504
1189,216,81,34,17,0.5,12.06,9.9,148.14,437.03,143.0661408
1190,216,81,34,17,0.5,12.06,9.89,149.1,436.96,143.0432256
1191,217,81,34,17,0.5,12.06,9.89,150.05,436.88,143.0170368
1192,217,81,34,17,0.5,12.06,9.88,151.0,436.82,142.9973952
1193,217,81,34,17,0.5,12.06,9.88,151.96,436.74,142.9712064
1194,217,81,34,17,0.5,12.06,9.87,152.91,436.69,142.9548384
1195,217,81,34,17,0.5,12.06,9.87,153.86,436.61,142.92864960000003
1196,217,81,34,17,0.5,12.06,9.86,155.29,436.52,142.8991872
1197,218,81,34,17,0.5,12.06,9.86,156.25,436.45,142.876272
1198,218,81,34,17,0.5,12.06,9.86,157.2,436.39,142.8566304
1199,218,81,34,17,0.5,12.06,9.86,158.15,436.32,142.8337152
1200,218,81,34,17,0.5,12.06,9.86,159.58,436.23,142.80425280000003
1201,218,81,34,17,0.5,12.06,9.85,160.54,436.19,142.7911584
1202,218,81,34,17,0.5,12.06,9.85,161.49,436.13,142.7715168
1203,219,81,34,17,0.5,12.06,9.85,162.44,436.08,142.7551488
1204,219,81,34,17,0.5,12.06,9.81,163.4,436.1,142.761696
1205,219,81,34,17,0.5,12.06,9.74,164.84,436.14,142.7747904
1206,219,81,34,17,0.5,12.06,9.67,166.28,436.19,142.7911584
1207,219,81,34,17,0.5,12.06,9.62,167.24,436.23,142.80425280000003
1208,219,81,34,17,0.5,12.06,10.36,168.56,434.88,142.3623168
1209,220,81,34,17,0.5,12.06,10.22,169.55,435.09,142.4310624
1210,220,81,34,17,0.5,12.06,10.08,170.53,435.3,142.499808
1211,220,81,34,17,0.5,12.06,9.96,171.5,435.48,142.5587328
1212,220,81,34,17,0.5,12.06,9.84,172.47,435.66,142.61765760000003
