step,t_elapsed,Ls,phi,longitude,tau,Ts,beta,gamma_c,irradiance,power
386,99,81,34,17,0.5,12.03,20.81,-1.3,445.38,145.7995968
387,99,81,34,17,0.5,12.03,20.8,-1.26,445.4,145.806144
388,99,81,34,17,0.5,12.03,20.8,-1.24,445.4,145.806144
389,100,81,34,17,0.5,12.03,21.37,-1.19,444.73,145.58681280000002
390,100,81,34,17,0.5,12.03,21.21,-1.18,444.92,145.64901120000002
391,100,81,34,17,0.5,12.03,21.15,-1.18,444.99,145.67192640000002
392,101,81,34,17,0.5,12.03,21.53,-1.17,444.54,145.52461440000002
393,101,81,34,17,0.5,12.03,21.59,-1.14,444.47,145.50169920000002
394,101,81,34,17,0.5,12.03,21.44,-1.14,444.65,145.56062400000002
395,101,81,34,17,0.5,12.03,21.38,-1.15,444.72,145.58353920000002
396,102,81,34,17,0.5,12.03,21.26,-1.16,444.86,145.62936960000002
397,102,81,34,17,0.5,12.03,21.7,-1.23,444.33,145.45586880000002
398,102,81,34,17,0.5,12.03,21.41,-1.44,444.68,145.57044480000002
399,102,81,34,17,0.5,12.03,21.4,-1.44,444.69,145.57371840000002
400,103,81,34,17,0.5,12.03,21.4,-1.46,444.69,145.57371840000002
401,103,81,34,17,0.5,12.03,21.3,-1.45,444.81,145.61300160000002
402,103,81,34,17,0.5,12.03,21.23,-1.49,444.89,145.6391904
403,103,81,34,17,0.5,12.03,21.16,-1.47,444.98,145.66865280000002
404,104,81,34,17,0.5,12.03,21.23,-1.48,444.89,145.6391904
405,104,81,34,17,0.5,12.03,21.14,-1.48,445.0,145.67520000000002
406,104,81,34,17,0.5,12.03,21.2,-1.49,444.93,145.65228480000002
407,105,81,34,17,0.5,12.03,21.09,-1.49,445.06,145.6948416
408,105,81,34,17,0.5,12.03,21.12,-1.5,445.02,145.6817472
409,105,81,34,17,0.5,12.03,21.14,-1.49,445.0,145.67520000000002
410,106,81,34,17,0.5,12.03,21.13,-1.48,445.01,145.6784736
411,106,81,34,17,0.5,12.03,21.13,-1.46,445.01,145.6784736
412,106,81,34,17,0.5,12.03,21.15,-1.45,444.99,145.67192640000002
413,106,81,34,17,0.5,12.03,21.12,-1.45,445.02,145.6817472
414,106,81,34,17,0.5,12.03,21.1,-1.44,445.05,145.691568
415,107,81,34,17,0.5,12.03,21.08,-1.44,445.07,145.6981152
416,107,81,34,17,0.5,12.03,21.07,-1.44,445.08,145.7013888
417,107,81,34,17,0.5,12.03,21.06,-1.44,445.09,145.7046624
418,108,81,34,17,0.5,12.03,21.05,-1.44,445.1,145.70793600000002
419,108,81,34,17,0.5,12.03,21.05,-1.44,445.1,145.70793600000002
420,108,81,34,17,0.5,12.03,21.04,-1.44,445.12,145.71448320000002
421,108,81,34,17,0.5,12.03,21.04,-1.44,445.12,145.71448320000002
422,109,81,34,17,0.5,12.03,21.04,-1.44,445.12,145.71448320000002
423,109,81,34,17,0.5,12.03,21.04,-1.44,445.12,145.71448320000002
424,109,81,34,17,0.5,12.03,21.04,-1.45,445.12,145.71448320000002
425,109,81,34,17,0.5,12.03,21.04,-1.45,445.12,145.71448320000002
