"Ls","H_horiz","H_best","beta_best","gamma_c_best"
1,2269.18567371832,2326.22446918666,10,35
2,2284.37108235797,2341.29492943561,10,35
3,2299.39167177483,2356.18153339129,10,36
4,2314.24479876192,2370.88774691135,10,36
5,2328.92807165724,2385.40291560223,10,36
6,2343.43934519439,2399.73487376365,10,37
7,2357.77671502316,2413.87398520992,10,37
8,2371.93851193324,2427.82400906675,10,38
9,2385.92329581381,2441.58264993697,10,38
10,2399.72984938191,2455.14985029106,10,39
11,2413.35717171131,2468.52464226974,10,39
12,2426.80447159392,2481.7062226114,10,40
13,2440.07116076394,2494.69606101775,10,40
14,2453.15684701477,2507.49281087384,10,41
15,2466.06132549617,2520.09829194744,10,41
16,2478.784578412,2532.51264379977,10,42
17,2491.32675826964,2544.73593489282,10,42
18,2503.68818709518,2556.7718252274,10,43
19,2515.86934790276,2568.61653396194,10,43
20,2527.87087771932,2580.26716666853,10,44
21,2539.69356067152,2591.74032061979,10,45
22,2551.33832115206,2603.03361852746,10,45
23,2562.8062170812,2614.14417863971,10,46
24,2574.09843327687,2625.07367834148,10,47
25,2585.21627494497,2635.83171302954,10,47
26,2596.16116129968,2646.41262288824,10,48
27,2606.93461932105,2656.81855903194,10,48
28,2617.53827765588,2667.05913928064,10,49
29,2627.97386066531,2677.13001800198,10,50
30,2638.24318262109,2687.03419554296,10,51
31,2648.34814205038,2696.77842088782,10,51
32,2658.29071622733,2706.36364683472,10,52
33,2668.07295580785,2715.79103150819,10,53
34,2677.69697960252,2725.06376410665,10,54
35,2687.16496948093,2734.1874769272,10,54
36,2696.47916539961,2743.1643909615,10,55
37,2705.64186054415,2752.00033295927,10,56
38,2714.65539657535,2760.69082096589,10,57
39,2723.52215896793,2769.24240956543,10,58
40,2732.24457242981,2777.65832580477,10,59
41,2740.82509638932,2785.94314153441,10,59
42,2749.26622053683,2794.1004748904,10,61
43,2757.57046040768,2802.13404426016,10,61
44,2765.7403529925,2810.04137225868,10,62
45,2773.77845236145,2817.82845048301,10,63
46,2781.68732528915,2825.49829757635,10,64
47,2789.46954686717,2833.05387138411,10,65
48,2797.12769609189,2840.49806288206,10,66
49,2804.66435141615,2847.83369027057,10,67
50,2812.08208625381,2855.06349322882,10,68
51,2819.38346442785,2862.19012732308,10,69
52,2826.57103555336,2869.21615856376,10,70
53,2833.6473303485,2876.14511033667,10,70
54,2840.61485586755,2882.97856565694,10,71
55,2847.47609065218,2889.71865286772,10,72
56,2854.23347979827,2896.36756371623,10,73
57,2860.88942993751,2902.92737522806,10,74
58,2867.44630413477,2909.40004496713,10,75
59,2873.90641670385,2915.78740643206,10,76
60,2880.27202794616,2922.09116459195,10,77
61,2886.5453388184,2928.31445562857,10,77
62,2892.72848553729,2934.45885680716,10,78
63,2898.82353413091,2940.5243407489,10,79
64,2904.83247494771,2946.51208858484,10,80
65,2910.75721713598,2952.42447805873,10,80
66,2916.59958310771,2958.2645956948,10,81
67,2922.36130300217,2964.03009965099,10,82
68,2928.04400916561,2969.72314787468,10,82
69,2933.64923066436,2975.34735285615,10,83
70,2939.17838784961,2980.89877509219,10,84
71,2944.63278699251,2986.38345634359,10,84
72,2950.01361500897,2991.79486556478,10,84
73,2955.32193429366,2997.13452279867,10,86
74,2960.55867768293,3002.41821906143,10,86
75,2965.72464356621,3007.63107076298,10,86
76,2970.82049116564,3012.77386717559,10,86
77,2975.84673600267,3017.85342106251,10,87
78,2980.80374557092,3022.86371378211,10,87
79,2985.69173523288,3027.80553548686,10,88
80,2990.51076435844,3032.68279803592,10,88
81,2995.26073272176,3037.49069204233,10,88
82,2999.94137717244,3042.2290236532,10,88
83,3004.55226859626,3046.89785085467,10,89
84,3009.09280917945,3051.49885019637,10,89
85,3013.56222998994,3056.02818202548,10,89
86,3017.95958888776,3060.48493292375,10,89
87,3022.28376877606,3064.86800507679,10,89
88,3026.53347620291,3069.17611474027,10,89
89,3030.70724032354,3073.40779108506,10,89
90,3034.80341223124,3077.56137542996,10,89
91,3038.82016466438,3081.63502087019,10,89
92,3042.75549209604,3085.62669230817,10,89
93,3046.60721121149,3089.53416689251,10,89
94,3050.37296177801,3093.35503486982,10,89
95,3054.05020791018,3097.08670085286,10,89
96,3057.63623973272,3100.72638550736,10,89
97,3061.12817544196,3104.27112765869,10,89
98,3064.52296376537,3107.72096246961,10,88
99,3067.81738681773,3111.07031703276,10,88
100,3071.00806335084,3114.31526592472,10,88
101,3074.09145239245,3117.4521489643,10,88
102,3077.06385726845,3120.48208237395,10,87
103,3079.92143000112,3123.39722059002,10,87
104,3082.66017607444,3126.19293137296,10,86
105,3085.27595955612,3128.87167659666,10,86
106,3087.76450856444,3131.42262187517,10,86
107,3090.12142106639,3133.84118435521,10,86
108,3092.34217099236,3136.13923090869,10,84
109,3094.42211465096,3138.29658182126,10,84
110,3096.35649742669,3140.30796109006,10,84
111,3098.14046074143,3142.17661821689,10,83
112,3099.76904926028,3143.89260196843,10,82
113,3101.23721832103,3145.45653606153,10,82
114,3102.53984156586,3146.86109920421,10,81
115,3103.67171875349,3148.10053561342,10,80
116,3104.62758372963,3149.1739316836,10,80
117,3105.40211253329,3150.07463966063,10,79
118,3105.98993161686,3150.79680293398,10,78
119,3106.38562615792,3151.33589329265,10,77
120,3106.58374844135,3151.68874165627,10,77
121,3106.57882629116,3151.85051473499,10,76
122,3106.36537153189,3151.81474840077,10,75
123,3105.9378884612,3151.57657888546,10,74
124,3105.29088231567,3151.1310658715,10,73
125,3104.41886771415,3150.47319898423,10,72
126,3103.31637706356,3149.59790449803,10,71
127,3101.97796891442,3148.50005225175,10,70
128,3100.39823625466,3147.17465280433,10,70
129,3098.57181473221,3145.61739076095,10,69
130,3096.49339079852,3143.82189634818,10,68
131,3094.15770976711,3141.7829247325,10,67
132,3091.55958378297,3139.49521192382,10,66
133,3088.69389970033,3136.95348274874,10,65
134,3085.55562686819,3134.15245902483,10,64
135,3082.13982482433,3131.08686793742,10,63
136,3078.44165090034,3127.75145062134,10,62
137,3074.45636774123,3124.14097094966,10,61
138,3070.17935074491,3120.24696547576,10,61
139,3065.60609542728,3116.07051739742,10,59
140,3060.73222472015,3111.60590557684,10,59
141,3055.55349620965,3106.84761588508,10,58
142,3050.06580932335,3101.78916033446,10,57
143,3044.26521247469,3096.42565799959,10,56
144,3038.14791017346,3090.74858378402,10,55
145,3031.71027011098,3084.76195110947,10,54
146,3024.94883022835,3078.45828274255,10,54
147,3017.86030577569,3071.83427459486,10,53
148,3010.44159636956,3064.88287665408,10,52
149,3002.68979305485,3057.59990914985,10,51
150,2994.60218537654,3049.98361301938,10,51
151,2986.17626846524,3042.03258906446,10,50
152,2977.40975013921,3033.73897271276,10,49
153,2968.30055802382,3025.09926903976,10,48
154,2958.84684668799,3016.11847561427,10,48
155,2949.04700479497,3006.78581277259,10,47
156,2938.89966226316,2997.09911903897,10,47
157,2928.4036974305,2987.06528309564,10,46
158,2917.55824421403,2976.67390119855,10,45
159,2906.36269925382,2965.92372821932,10,45
160,2894.81672902852,2954.81886565902,10,44
161,2882.92027692749,2943.36297534014,10,43
162,2870.6735702623,2931.53809715705,10,43
163,2858.07712719816,2919.34871495055,10,42
164,2845.13176358397,2906.80046475387,10,42
165,2831.83859965719,2893.8905712862,10,41
166,2818.19906833603,2880.62050009696,10,41
167,2804.21491441092,2866.99175569861,10,40
168,2789.88821186932,2853.0040293023,10,40
169,2775.22136212054,2838.66076702194,10,39
170,2760.21710165754,2823.96229127659,10,39
171,2744.87850741667,2808.91164927726,10,38
172,2729.20900179997,2793.51218718167,10,38
173,2713.212357325,2777.76631008615,10,37
174,2696.89270086635,2761.67910141954,10,37
175,2680.2545174524,2745.24877702104,10,36
176,2663.30265358118,2728.48906523207,10,36
177,2646.04232001884,2711.39368187238,10,36
178,2628.47909404502,2693.97770902563,10,35
179,2610.61892110939,2676.2400645934,10,35
180,2592.46811586535,2658.18957894955,10,34
