"Ls","H_horiz","H_best","beta_best","gamma_c_best"
1,1887.453525174,1902.75599655113,10,25
2,1901.36582640077,1916.6316373424,10,25
3,1915.14182444462,1930.36152415656,10,26
4,1928.77799520667,1943.94284415579,10,26
5,1942.27104274296,1957.37046135996,10,26
6,1955.61789838113,1970.64135372103,10,26
7,1968.81571942888,1983.75555800157,10,27
8,1981.86188749025,1996.70840737753,10,27
9,1994.7540064062,2009.49697656961,10,27
10,2007.48989983687,2022.12124353508,10,28
11,2020.0676085033,2034.57901435687,10,28
12,2032.48538710643,2046.86705022745,10,28
13,2044.7417009423,2058.98799785536,10,29
14,2056.83522223152,2070.93752937366,10,29
15,2068.7648261821,2082.71537632372,10,30
16,2080.52958680384,2094.32198646398,10,30
17,2092.12877249303,2105.7541990336,10,30
18,2103.56184140559,2117.01509224461,10,31
19,2114.82843663648,2128.10206616816,10,31
20,2125.92838122295,2139.01598084868,10,32
21,2136.86167298858,2149.75815073086,10,32
22,2147.62847924475,2160.32680260355,10,33
23,2158.22913136487,2170.72603526169,10,33
24,2168.66410700423,2180.9525370412,10,33
25,2178.9340711372,2191.01203023872,10,34
26,2189.03980338243,2200.90079601577,10,34
27,2198.98223502042,2210.62497090033,10,35
28,2208.76243285728,2220.18153736931,10,36
29,2218.38159332766,2229.57600865481,10,36
30,2227.84103655969,2238.80705815754,10,37
31,2237.14220041157,2247.87839885508,10,37
32,2246.28663448792,2256.79155546163,10,38
33,2255.2759941436,2265.54730360647,10,39
34,2264.11203448142,2274.15103089688,10,39
35,2272.79660434968,2282.60210578944,10,40
36,2281.33164034431,2290.90316757019,10,41
37,2289.7191608198,2299.05900759989,10,41
38,2297.9612599123,2307.07015841785,10,42
39,2306.06010157756,2314.9347765193,10,43
40,2314.01791364566,2322.66541609176,10,44
41,2321.83698189397,2330.26068656181,10,44
42,2329.51964413927,2337.72343882928,10,45
43,2337.06828434926,2345.05579178003,10,46
44,2344.48532677375,2352.26077428137,10,47
45,2351.77323009488,2359.34142642587,10,48
46,2358.9344815961,2366.30138388955,10,49
47,2365.97159134896,2373.14303351535,10,50
48,2372.88708641705,2379.86960124922,10,52
49,2379.68350507609,2386.48529701668,10,53
50,2386.36339104957,2392.99187689719,10,54
51,2392.92928775922,2399.39234917314,10,55
52,2399.38373258988,2405.69065458988,10,57
53,2405.72925116875,2411.88943501563,10,58
54,2411.96835165921,2417.99169549273,10,60
55,2418.10351906986,2424.00059705425,10,61
