"Ls","H_horiz","H_best","beta_best","gamma_c_best","H_worst","beta_worst","gamma_c_worst"
35,3303.65702607545,3473.88739062801,10,65,NA,NA,NA
36,3313.73993950329,3483.33648951121,10,66,NA,NA,NA
37,3323.66695311778,3492.65232508268,10,66,NA,NA,NA
38,3333.44099687423,3501.83115995399,10,67,NA,NA,NA
39,3343.06503863402,3510.88350930788,10,68,NA,NA,NA
40,3352.54207800163,3519.81671817955,10,68,NA,NA,NA
41,3361.87514019544,3528.63998184496,10,69,NA,NA,NA
42,3371.06729766706,3537.34742825852,10,70,NA,NA,NA
43,3380.12156021156,3545.94246739067,10,71,NA,NA,NA
44,3389.04101549434,3554.42851705808,10,71,NA,NA,NA
45,3397.82873074697,3562.82130985577,10,72,NA,NA,NA
46,3406.48776866431,3571.11112754963,10,73,NA,NA,NA
47,3415.02118146163,3579.30082451593,10,74,NA,NA,NA
48,3423.43200496186,3587.39308004727,10,75,NA,NA,NA
49,3431.72325271364,3595.40382290848,10,75,NA,NA,NA
50,3439.89791014127,3603.32282846763,10,76,NA,NA,NA
51,3447.95892872811,3611.1517611001,10,77,NA,NA,NA
52,3455.90922023533,3618.89748245138,10,77,NA,NA,NA
53,3463.75165095873,3626.56795530419,10,78,NA,NA,NA
54,3471.48903602626,3634.15434202483,10,79,NA,NA,NA
55,3479.12413374002,3641.65973216101,10,79,NA,NA,NA
56,3486.65963996646,3649.10001261218,10,80,NA,NA,NA
57,3494.09818257936,3656.4606686798,10,81,NA,NA,NA
58,3501.44231596041,3663.7475026217,10,81,NA,NA,NA
59,3508.69451556279,3670.9716847183,10,82,NA,NA,NA
60,3515.85717254344,3678.11905305419,10,83,NA,NA,NA
61,3522.93258847037,3685.20574373328,10,83,NA,NA,NA
62,3529.92297011133,3692.20014485544,10,84,NA,NA,NA
63,3536.83042431085,3699.15212532211,10,84,NA,NA,NA
64,3543.65695296265,3706.04415999486,10,85,NA,NA,NA
65,3550.40444808495,3712.8678499889,10,85,NA,NA,NA
66,3557.07468700596,3719.6355082698,10,86,NA,NA,NA
67,3563.66932766756,3726.33621857073,10,86,NA,NA,NA
68,3570.18990405452,3732.98044975425,10,87,NA,NA,NA
69,3576.63782175744,3739.56225098864,10,87,NA,NA,NA
70,3583.01435367684,3746.09277349838,10,88,NA,NA,NA
71,3589.32063587637,3752.55833100853,10,88,NA,NA,NA
72,3595.5576635925,3758.95601108559,10,88,NA,NA,NA
73,3601.72628740829,3765.30111002338,10,89,NA,NA,NA
74,3607.82720959842,3771.58491898242,10,89,NA,NA,NA
75,3613.86098065256,3777.80281555743,10,89,NA,NA,NA
76,3619.8279959838,3783.95598518547,10,90,NA,NA,NA
77,3625.72849282887,3790.05919104819,10,90,NA,NA,NA
78,3631.56254734613,3796.09682062493,10,90,NA,NA,NA
79,3637.33007191765,3802.06896931222,10,90,NA,NA,NA
80,3643.03081266085,3807.98510342796,10,91,NA,NA,NA
81,3648.66434715528,3813.83674444953,10,91,NA,NA,NA
82,3654.23008238968,3819.62096484037,10,91,NA,NA,NA
83,3659.72725293433,3825.33709421592,10,91,NA,NA,NA
84,3665.15491934324,3830.98426797923,10,91,NA,NA,NA
85,3670.51196679095,3836.56142558335,10,91,NA,NA,NA
86,3675.79710394797,3842.06878645507,10,92,NA,NA,NA
87,3681.00886209925,3847.50602794078,10,92,NA,NA,NA
88,3686.14559450957,3852.86772597665,10,92,NA,NA,NA
89,3691.20547603976,3858.1520181486,10,92,NA,NA,NA
90,3696.1865030175,3863.35684219703,10,92,NA,NA,NA
91,3701.0864933664,3868.47993600296,10,92,NA,NA,NA
92,3705.90308699683,3873.51883787623,10,92,NA,NA,NA
93,3710.63374646205,3878.47088715004,10,92,NA,NA,NA
94,3715.27575788285,3883.33322508569,10,92,NA,NA,NA
95,3719.82623214393,3888.10660780751,10,91,NA,NA,NA
96,3724.28210636499,3892.78665512929,10,91,NA,NA,NA
97,3728.64014564944,3897.36843058435,10,91,NA,NA,NA
98,3732.89694511311,3901.84829900431,10,91,NA,NA,NA
99,3737.04893219548,3906.22243575931,10,91,NA,NA,NA
100,3741.09236925525,3910.48682958209,10,91,NA,NA,NA
101,3745.02335645175,3914.63980760145,10,90,NA,NA,NA
102,3748.83783491363,3918.68546957941,10,90,NA,NA,NA
103,3752.53159019519,3922.6094483488,10,90,NA,NA,NA
104,3756.10025602064,3926.40701726579,10,90,NA,NA,NA
105,3759.53931831578,3930.08981196825,10,89,NA,NA,NA
106,3762.84411952608,3933.63797909433,10,89,NA,NA,NA
107,3766.00986321931,3937.04573496127,10,89,NA,NA,NA
108,3769.03161897036,3940.31340494334,10,88,NA,NA,NA
109,3771.90432752495,3943.44569458197,10,88,NA,NA,NA
110,3774.62280623847,3946.42215223664,10,88,NA,NA,NA
111,3777.1817547851,3949.24144105171,10,87,NA,NA,NA
112,3779.57576113188,3951.913708749,10,87,NA,NA,NA
113,3781.79930777147,3954.42293775837,10,86,NA,NA,NA
114,3783.84677820681,3956.77124393389,10,86,NA,NA,NA
115,3785.71246367988,3958.9433545468,10,85,NA,NA,NA
116,3787.39057013647,3960.9468101417,10,85,NA,NA,NA
117,3788.87522541788,3962.76444195534,10,84,NA,NA,NA
118,3790.16048667024,3964.40126778967,10,84,NA,NA,NA
119,3791.24034796121,3965.87228262756,10,83,NA,NA,NA
120,3792.10874809376,3967.12003733843,10,83,NA,NA,NA
121,3792.75957860617,3968.17476079821,10,82,NA,NA,NA
122,3793.18669194674,3969.01534154957,10,81,NA,NA,NA
123,3793.38390981216,3969.65349645436,10,81,NA,NA,NA
124,3793.3450316374,3970.07360400786,10,80,NA,NA,NA
125,3793.06384322561,3970.26588543758,10,79,NA,NA,NA
126,3792.53412550597,3970.24280257027,10,79,NA,NA,NA
127,3791.74966340766,3969.98376602534,10,78,NA,NA,NA
128,3790.70425483795,3969.48218553514,10,77,NA,NA,NA
129,3789.39171975292,3968.74465883841,10,77,NA,NA,NA
130,3787.80590930898,3967.75946826198,10,76,NA,NA,NA
131,3785.94071508397,3966.51615469111,10,75,NA,NA,NA
132,3783.79007835668,3965.01006118259,10,75,NA,NA,NA
133,3781.3479994339,3963.24979933583,10,74,NA,NA,NA
134,3778.60854701462,3961.21517095275,10,73,NA,NA,NA
135,3775.565867581,3958.90069680602,10,72,NA,NA,NA
136,3772.21419480646,3956.30080756507,10,71,NA,NA,NA
137,3768.54785897129,3953.42405753126,10,71,NA,NA,NA
138,3764.56129637672,3950.25077947137,10,70,NA,NA,NA
139,3760.24903428738,3946.77509745618,10,69,NA,NA,NA
140,3755.60580352601,3942.99125457137,10,68,NA,NA,NA
141,3750.62638400759,3938.90402041588,10,68,NA,NA,NA
142,3745.30573007136,3934.50141202934,10,67,NA,NA,NA
143,3739.63894881242,3929.77360661461,10,66,NA,NA,NA
144,3733.62130931513,3924.7073041898,10,66,NA,NA,NA
145,3727.24825183023,3919.30536419963,10,65,NA,NA,NA
146,3720.51539688855,3913.58501718781,10,64,NA,NA,NA
147,3713.41855434476,3907.51401485727,10,63,NA,NA,NA
148,3705.9537323443,3901.09176940328,10,62,NA,NA,NA
149,3698.11714620684,3894.32754725777,10,61,NA,NA,NA
150,3689.90522721965,3887.2121662195,10,61,NA,NA,NA
151,3681.31463133407,3879.71902910585,10,60,NA,NA,NA
152,3672.34224775819,3871.85029675233,10,60,NA,NA,NA
153,3662.98520743866,3863.61453505385,10,59,NA,NA,NA
154,3653.2408914245,3855.00877912089,10,58,NA,NA,NA
155,3643.10693910499,3846.01524500122,10,57,NA,NA,NA
156,3632.5812563142,3836.64202093233,10,57,NA,NA,NA
157,3621.66202329346,3826.88320549233,10,56,NA,NA,NA
158,3610.34770250335,3816.72426225506,10,55,NA,NA,NA
159,3598.63704627584,3806.17532773205,10,55,NA,NA,NA
160,3586.52910429705,3795.23096794521,10,54,NA,NA,NA
161,3574.02323091034,3783.87611362268,10,53,NA,NA,NA
162,3561.11909222888,3772.12940322591,10,53,NA,NA,NA
163,3547.81667304648,3759.97352349962,10,52,NA,NA,NA
164,3534.11628353449,3747.40419821247,10,52,NA,NA,NA
165,3520.01856571225,3734.44029957419,10,51,NA,NA,NA
166,3505.52449967775,3721.0544058968,10,50,NA,NA,NA
167,3490.63540958463,3707.26848252598,10,50,NA,NA,NA
168,3475.35296935086,3693.07401907489,10,49,NA,NA,NA
169,3459.679208084,3678.46320007102,10,49,NA,NA,NA
170,3443.61651520717,3663.4540989008,10,48,NA,NA,NA
171,3427.16764526927,3648.02032158083,10,48,NA,NA,NA
172,3410.33572242261,3632.1984567343,10,47,NA,NA,NA
173,3393.12424455026,3615.95247341863,10,46,NA,NA,NA
174,3375.53708702534,3599.3191008838,10,46,NA,NA,NA
175,3357.57850608369,3582.2954029672,10,45,NA,NA,NA
176,3339.25314179116,3564.8606650319,10,45,NA,NA,NA
177,3320.56602058654,3547.01498207917,10,44,NA,NA,NA
178,3301.52255738074,3528.79381648389,10,44,NA,NA,NA
179,3282.12855719274,3510.16765163482,10,43,NA,NA,NA
180,3262.39021630289,3491.17806247156,10,43,NA,NA,NA
181,3242.31412290409,3471.7860891363,10,42,NA,NA,NA
182,3221.90725723138,3452.05073030088,10,42,NA,NA,NA
183,3201.17699115107,3431.93160441225,10,42,NA,NA,NA
184,3180.13108719059,3411.46548917295,10,41,NA,NA,NA
185,3158.77769699079,3390.63864368748,10,41,NA,NA,NA
186,3137.12535916319,3369.46402260472,10,40,NA,NA,NA
187,3115.18299653523,3347.96051839553,10,40,NA,NA,NA
188,3092.95991276753,3326.11748575533,10,39,NA,NA,NA
189,3070.46578832817,3303.97031991493,10,39,NA,NA,NA
190,3047.71067581019,3281.4974888022,10,39,NA,NA,NA
191,3024.70499457963,3258.73160367491,10,38,NA,NA,NA
192,3001.45952474318,3235.67424627406,10,38,NA,NA,NA
193,2977.98540042576,3212.33298315955,10,37,NA,NA,NA
194,2954.29410235024,3188.7321256803,10,37,NA,NA,NA
195,2930.39744971335,3164.86028900847,10,37,NA,NA,NA
196,2906.30759135386,3140.74377962776,10,36,NA,NA,NA
197,2882.03699621107,3116.39848180072,10,36,NA,NA,NA
198,2857.59844307419,3091.82112509661,10,36,NA,NA,NA
199,2833.0050096253,3067.04350402611,10,35,NA,NA,NA
200,2808.27006078126,3042.07154332033,10,35,NA,NA,NA
201,2783.40723634244,3016.90764213002,10,35,NA,NA,NA
202,2758.43043795892,2991.58662089486,10,34,NA,NA,NA
203,2733.35381542758,2966.11219629573,10,34,NA,NA,NA
204,2708.19175233626,2940.49553143315,10,34,NA,NA,NA
205,2682.95885107427,2914.75934295252,10,33,NA,NA,NA
206,2657.66991723136,2888.91688900498,10,33,NA,NA,NA
207,2632.33994341033,2862.97430699403,10,33,NA,NA,NA
208,2606.9840924814,2836.96108242394,10,32,NA,NA,NA
209,2581.61768030951,2810.89316843876,10,32,NA,NA,NA
210,2556.25615798877,2784.77461772633,10,32,NA,NA,NA
211,2530.91509362101,2758.62256635459,10,32,NA,NA,NA
212,2505.61015367839,2732.47368641803,10,31,NA,NA,NA
213,2480.35708399287,2706.32938001485,10,31,NA,NA,NA
214,2455.17169041769,2680.20334716262,10,31,NA,NA,NA
215,2430.06981920891,2654.11476842971,10,30,NA,NA,NA
216,2405.06733717718,2628.099695209,10,30,NA,NA,NA
217,2380.18011166208,2602.15571618543,10,30,NA,NA,NA
218,2355.42399038347,2576.30077586036,10,30,NA,NA,NA
219,2330.81478122588,2550.56064655258,10,29,NA,NA,NA
220,2306.36823201363,2524.95830053601,10,29,NA,NA,NA
221,2282.10001033519,2499.49184697505,10,29,NA,NA,NA
222,2258.02568347684,2474.19275427106,10,29,NA,NA,NA
223,2234.16069852545,2449.07163924523,10,29,NA,NA,NA
224,2210.52036270121,2424.16242130259,10,28,NA,NA,NA
225,2187.11982398047,2399.46675777638,10,28,NA,NA,NA
226,2163.97405206874,2375.00131219415,10,28,NA,NA,NA
227,2141.09781978277,2350.78340261082,10,28,NA,NA,NA
228,2118.50568489955,2326.83121649235,10,27,NA,NA,NA
229,2096.21197252848,2303.1741593933,10,27,NA,NA,NA
230,2074.23075806054,2279.81480733485,10,27,NA,NA,NA
231,2052.57585074652,2256.76960047143,10,27,NA,NA,NA
232,2031.26077795275,2234.05470436496,10,27,NA,NA,NA
233,2010.2987701403,2211.68598963512,10,27,NA,NA,NA
234,1989.70274660938,2189.6857680558,10,26,NA,NA,NA
235,1969.48530204735,2168.06801533908,10,26,NA,NA,NA
236,1949.6586939139,2146.84177721634,10,26,NA,NA,NA
237,1930.23483069285,2126.02134213317,10,26,NA,NA,NA
238,1911.22526103486,2105.62083922618,10,26,NA,NA,NA
239,1892.64116381036,2085.65399863589,10,26,NA,NA,NA
240,1874.49333908684,2066.14069366026,10,25,NA,NA,NA
241,1856.79220003879,2047.09252802719,10,25,NA,NA,NA
242,1839.54776579352,2028.51665360072,10,25,NA,NA,NA
243,1822.76965521,2010.42503635167,10,25,NA,NA,NA
244,1806.46708158239,1992.82918428726,10,25,NA,NA,NA
245,1790.64884825435,1975.74013874412,10,25,NA,NA,NA
246,1775.32334512456,1959.17458015786,10,24,NA,NA,NA
247,1760.49854601846,1943.13906417795,10,24,NA,NA,NA
248,1746.18200689637,1927.64013293839,10,24,NA,NA,NA
249,1732.38086486253,1912.68690597486,10,24,NA,NA,NA
250,1719.1018379359,1898.28800827927,10,24,NA,NA,NA
251,1706.35122553846,1884.45156763952,10,24,NA,NA,NA
252,1694.13490965339,1871.18521287331,10,24,NA,NA,NA
253,1682.45835660216,1858.49607290637,10,24,NA,NA,NA
254,1671.32661938632,1846.39628793879,10,23,NA,NA,NA
255,1660.74434053793,1834.8864732623,10,23,NA,NA,NA
256,1650.7157554204,1823.97185596991,10,23,NA,NA,NA
257,1641.24469592067,1813.65757981661,10,23,NA,NA,NA
258,1632.33459447289,1803.9482943592,10,23,NA,NA,NA
259,1623.98848835408,1794.84815782863,10,23,NA,NA,NA
260,1616.20902419265,1786.36084041744,10,23,NA,NA,NA
261,1608.99846263246,1778.48952791758,10,23,NA,NA,NA
262,1602.35868309654,1771.23692564504,10,23,NA,NA,NA
263,1596.2911885976,1764.60526259038,10,23,NA,NA,NA
264,1590.79711054535,1758.59629573681,10,23,NA,NA,NA
265,1585.8772135043,1753.21131449167,10,23,NA,NA,NA
266,1581.53189986001,1748.4511451814,10,23,NA,NA,NA
267,1577.76121435609,1744.31615556489,10,23,NA,NA,NA
268,1574.56484846953,1740.80625932613,10,23,NA,NA,NA
269,1571.94214459696,1737.9209205126,10,23,NA,NA,NA
270,1569.89210003008,1735.65915789247,10,23,NA,NA,NA
271,1568.41337070431,1734.01954921031,10,23,NA,NA,NA
272,1567.50427471038,1733.00023532762,10,23,NA,NA,NA
273,1567.1627955647,1732.59892424177,10,23,NA,NA,NA
274,1567.38658523999,1732.81289498328,10,23,NA,NA,NA
275,1568.1729669636,1733.63900139871,10,23,NA,NA,NA
276,1569.51893779639,1735.07367583242,10,23,NA,NA,NA
277,1571.42117101056,1737.11293272708,10,23,NA,NA,NA
278,1573.87601828961,1739.75237216834,10,23,NA,NA,NA
279,1576.87951177865,1742.98718340462,10,23,NA,NA,NA
280,1580.42736601722,1746.81214837761,10,23,NA,NA,NA
281,1584.51497979062,1751.22164530331,10,23,NA,NA,NA
282,1589.13743793935,1756.20965234689,10,23,NA,NA,NA
283,1594.28951316853,1761.76975143748,10,23,NA,NA,NA
284,1599.96566790168,1767.89513227099,10,23,NA,NA,NA
285,1606.16005622469,1774.57859655045,10,23,NA,NA,NA
286,1612.86652596691,1781.81256251366,10,23,NA,NA,NA
287,1620.07862096636,1789.58946772762,10,24,NA,NA,NA
288,1627.78958356629,1797.90628307259,10,24,NA,NA,NA
289,1635.9923573892,1806.74899539249,10,24,NA,NA,NA
290,1644.67959043305,1816.10854871131,10,24,NA,NA,NA
291,1653.84363853275,1825.97553235064,10,24,NA,NA,NA
292,1663.47656922734,1836.34018812541,10,24,NA,NA,NA
293,1673.57016607041,1847.19241812999,10,24,NA,NA,NA
294,1684.11593341829,1858.52179314435,10,24,NA,NA,NA
295,1695.10510172633,1870.3204663134,10,25,NA,NA,NA
296,1706.52863338022,1882.58070080246,10,25,NA,NA,NA
297,1718.37722908424,1895.28533864558,10,25,NA,NA,NA
298,1730.64133482472,1908.42272996774,10,25,NA,NA,NA
299,1743.3111494213,1921.98094538112,10,25,NA,NA,NA
300,1756.37663267473,1935.94778839335,10,25,NA,NA,NA
301,1769.82751411431,1950.3157293044,10,26,NA,NA,NA
302,1783.65330234381,1965.07321242508,10,26,NA,NA,NA
303,1797.84329497941,1980.20114141514,10,26,NA,NA,NA
304,1812.38658916876,1995.68635179073,10,26,NA,NA,NA
305,1827.27209267563,2011.51548342782,10,26,NA,NA,NA
306,1842.48853551016,2027.6752046946,10,26,NA,NA,NA
307,1858.02448208034,2044.15720511501,10,27,NA,NA,NA
308,1873.86834383694,2060.948763619,10,27,NA,NA,NA
309,1890.00839237983,2078.02965381639,10,27,NA,NA,NA
310,1906.43277299064,2095.38579454699,10,27,NA,NA,NA
311,1923.12951855374,2113.0030122654,10,27,NA,NA,NA
312,1940.08656382453,2130.86705954169,10,27,NA,NA,NA
313,1957.29176000198,2148.97653949617,10,28,NA,NA,NA
314,1974.73288956047,2167.30565667156,10,28,NA,NA,NA
315,1992.39768129397,2185.83908943542,10,28,NA,NA,NA
316,2010.27382552499,2204.56248519281,10,28,NA,NA,NA
317,2028.34898942941,2223.46225487804,10,29,NA,NA,NA
318,2046.61083242808,2242.53857228464,10,29,NA,NA,NA
319,2065.0470215958,2261.76248662332,10,29,NA,NA,NA
320,2083.64524703871,2281.12635651829,10,29,NA,NA,NA
321,2102.3932371913,2300.60384786908,10,29,NA,NA,NA
322,2121.27877398557,2320.19889987849,10,30,NA,NA,NA
323,2140.28970784548,2339.89313257216,10,30,NA,NA,NA
324,2159.41397246164,2359.66582520612,10,30,NA,NA,NA
325,2178.63959930258,2379.50345701473,10,30,NA,NA,NA
326,2197.95473182091,2399.41086488175,10,31,NA,NA,NA
327,2217.34763931461,2419.35852733088,10,31,NA,NA,NA
328,2236.80673040621,2439.33220156571,10,31,NA,NA,NA
329,2256.32056610445,2459.32265617037,10,32,NA,NA,NA
330,2275.87787241623,2479.33170247548,10,32,NA,NA,NA
331,2295.46755247869,2499.32982364051,10,32,NA,NA,NA
332,2315.07869818412,2519.30504234325,10,32,NA,NA,NA
333,2334.70060127331,2539.25707912531,10,33,NA,NA,NA
334,2354.3227638756,2559.17514459981,10,33,NA,NA,NA
335,2373.93490847654,2579.03655558213,10,33,NA,NA,NA
336,2393.52698729726,2598.83939327438,10,34,NA,NA,NA
337,2413.08919107196,2618.57548041884,10,34,NA,NA,NA
338,2432.61195721316,2638.22835076187,10,34,NA,NA,NA
339,2452.08597735648,2657.79179835993,10,35,NA,NA,NA
340,2471.50220428001,2677.26620380736,10,35,NA,NA,NA
341,2490.85185819514,2696.62460363216,10,35,NA,NA,NA
342,2510.12643240876,2715.86861659811,10,36,NA,NA,NA
343,2529.31769835887,2734.99675594727,10,36,NA,NA,NA
344,2548.41771002768,2753.98484815372,10,36,NA,NA,NA
345,2567.41880773878,2772.83951044278,10,37,NA,NA,NA
346,2586.31362134664,2791.55055175847,10,37,NA,NA,NA
347,2605.09507282871,2810.09867459984,10,37,NA,NA,NA
348,2623.75637829205,2828.49755985409,10,38,NA,NA,NA
349,2642.29104940808,2846.72963619387,10,38,NA,NA,NA
350,2660.69289429038,2864.79196348476,10,39,NA,NA,NA
351,2678.95601783197,2882.68679133977,10,39,NA,NA,NA
352,2697.07482151932,2900.3892637648,10,39,NA,NA,NA
353,2715.04400274187,2917.9217198464,10,40,NA,NA,NA
354,2732.85855361617,2935.25681030914,10,40,NA,NA,NA
355,2750.51375934505,2952.4072717475,10,41,NA,NA,NA
356,2768.00519613231,2969.36004886481,10,41,NA,NA,NA
357,2785.32872867447,2986.10720964169,10,42,NA,NA,NA
358,2802.48050725098,3002.66398419642,10,42,NA,NA,NA
359,2819.45696443487,3019.00158251045,10,42,NA,NA,NA
360,2836.25481144586,3035.15824925459,10,43,NA,NA,NA
